"FlowRunName";"Status";"LocalStartTime";"LocalEndTime";"Trigger Property: channel";"Trigger Property: links";"Trigger Property: mentions";"Trigger Property: message";"Trigger Property: tags";"Trigger Property: team";"FlowRunLink";"FlowError"
"08584986119355507938236085313CU226";"Succeeded";"12/19/2023 3:09:09 PM";"12/19/2023 3:09:15 PM";"19:25f2da5e8b204233bfea11dbef8cd67f@thread.tacv2";"text : K499-201-STC-1393-000 - 1 - Standard Auxiliary Piping Supports Collection Hanger Supports Series - Issue As-Built
link : https://tecnimont.sharepoint.com/sites/K499DigitalDocuments/X/201/STC/K499-201-STC-1393-000/1/";"";"New document uploaded and ready for internal workflow:  K499-201-STC-1393-000 - 1 - Standard Auxiliary Piping Supports Collection Hanger Supports Series - Issue As-Built<br><br>Contractor Document Number: K499-201-STC-1393-000<br>Client Code: EN213385-KNTCS-ND2-00003<br>Document Title: Standard Auxiliary Piping Supports Collection Hanger Supports Series<br>Reason For Issue: Issue As-Built<br>Revision: 1";"tagName : CS - CONSTRUCTION SUBCONTRACTS
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3ROVkdvdDRhY2Q=

tagName : X - PIPING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3RzN3V2ZEQ0ZA==

tagName : STR - PIPING STRESS-SUPPORT
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3RpYWN4SnVhOXM=

tagName : SITE - FIELD
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3R4TkJFeUhhY3I=";"3bd1c139-bc28-4991-971f-891bcde93f83";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119355507938236085313CU226";"N/A"
"08584986119353914067409122143CU135";"Succeeded";"12/19/2023 3:09:10 PM";"12/19/2023 3:09:16 PM";"19:25f2da5e8b204233bfea11dbef8cd67f@thread.tacv2";"text : K499-201-STC-1392-000 - 2 - Standard Auxiliary Piping Supports Collection Clamped Supports Series - Issue As-Built
link : https://tecnimont.sharepoint.com/sites/K499DigitalDocuments/X/201/STC/K499-201-STC-1392-000/2/";"";"New document uploaded and ready for internal workflow:  K499-201-STC-1392-000 - 2 - Standard Auxiliary Piping Supports Collection Clamped Supports Series - Issue As-Built<br><br>Contractor Document Number: K499-201-STC-1392-000<br>Client Code: EN213385-KNTCS-ND2-00002<br>Document Title: Standard Auxiliary Piping Supports Collection Clamped Supports Series<br>Reason For Issue: Issue As-Built<br>Revision: 2";"tagName : CS - CONSTRUCTION SUBCONTRACTS
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3ROVkdvdDRhY2Q=

tagName : X - PIPING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3RzN3V2ZEQ0ZA==

tagName : STR - PIPING STRESS-SUPPORT
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3RpYWN4SnVhOXM=

tagName : SITE - FIELD
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3R4TkJFeUhhY3I=";"3bd1c139-bc28-4991-971f-891bcde93f83";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119353914067409122143CU135";"N/A"
"08584986119345970292596977820CU110";"Succeeded";"12/19/2023 3:09:10 PM";"12/19/2023 3:09:16 PM";"19:25f2da5e8b204233bfea11dbef8cd67f@thread.tacv2";"text : K499-201-STC-1391-000 - 1 - Standard Auxiliary Piping Supports Collection Welder Supports Series - Issue As-Built
link : https://tecnimont.sharepoint.com/sites/K499DigitalDocuments/X/201/STC/K499-201-STC-1391-000/1/";"";"New document uploaded and ready for internal workflow:  K499-201-STC-1391-000 - 1 - Standard Auxiliary Piping Supports Collection Welder Supports Series - Issue As-Built<br><br>Contractor Document Number: K499-201-STC-1391-000<br>Client Code: EN213385-KNTCS-ND2-00007<br>Document Title: Standard Auxiliary Piping Supports Collection Welder Supports Series<br>Reason For Issue: Issue As-Built<br>Revision: 1";"tagName : CS - CONSTRUCTION SUBCONTRACTS
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3ROVkdvdDRhY2Q=

tagName : X - PIPING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3RzN3V2ZEQ0ZA==

tagName : STR - PIPING STRESS-SUPPORT
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3RpYWN4SnVhOXM=

tagName : SITE - FIELD
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3R4TkJFeUhhY3I=";"3bd1c139-bc28-4991-971f-891bcde93f83";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119345970292596977820CU110";"N/A"
"08584986119338541663335930639CU111";"Succeeded";"12/19/2023 3:09:11 PM";"12/19/2023 3:09:21 PM";"19:25f2da5e8b204233bfea11dbef8cd67f@thread.tacv2";"text : K499-201-STC-1395-000 - 1 - Standard Auxiliary Piping Supports Collection Dynamic Supports Series - Issue As-Built
link : https://tecnimont.sharepoint.com/sites/K499DigitalDocuments/X/201/STC/K499-201-STC-1395-000/1/";"";"New document uploaded and ready for internal workflow:  K499-201-STC-1395-000 - 1 - Standard Auxiliary Piping Supports Collection Dynamic Supports Series - Issue As-Built<br><br>Contractor Document Number: K499-201-STC-1395-000<br>Client Code: EN213385-KNTCS-ND2-00005<br>Document Title: Standard Auxiliary Piping Supports Collection Dynamic Supports Series<br>Reason For Issue: Issue As-Built<br>Revision: 1";"tagName : CS - CONSTRUCTION SUBCONTRACTS
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3ROVkdvdDRhY2Q=

tagName : X - PIPING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3RzN3V2ZEQ0ZA==

tagName : STR - PIPING STRESS-SUPPORT
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3RpYWN4SnVhOXM=

tagName : SITE - FIELD
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3R4TkJFeUhhY3I=";"3bd1c139-bc28-4991-971f-891bcde93f83";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119338541663335930639CU111";"N/A"
"08584986119329951516630090597CU133";"Succeeded";"12/19/2023 3:09:12 PM";"12/19/2023 3:09:14 PM";"19:cd57eacd2e3a461890119bbeef5f38a0@thread.tacv2";"text : K499-201-STC-1396-000 - 1 - Standard Auxiliary Piping Supports Collection Large Supports Series - Issue As-Built
link : https://tecnimont.sharepoint.com/sites/K499DigitalDocuments/X/201/STC/K499-201-STC-1396-000/1/";"";"Document K499-201-STC-1396-000 has no related distribution matrix";"";"3bd1c139-bc28-4991-971f-891bcde93f83";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119329951516630090597CU133";"N/A"
"08584986119312742918867740380CU129";"Succeeded";"12/19/2023 3:09:14 PM";"12/19/2023 3:09:20 PM";"19:25f2da5e8b204233bfea11dbef8cd67f@thread.tacv2";"text : K499-201-STC-1394-000 - 1 - Standard Auxiliary Piping Supports Collection Structural Supports Series - Issue As-Built
link : https://tecnimont.sharepoint.com/sites/K499DigitalDocuments/X/201/STC/K499-201-STC-1394-000/1/";"";"New document uploaded and ready for internal workflow:  K499-201-STC-1394-000 - 1 - Standard Auxiliary Piping Supports Collection Structural Supports Series - Issue As-Built<br><br>Contractor Document Number: K499-201-STC-1394-000<br>Client Code: EN213385-KNTCS-ND2-00004<br>Document Title: Standard Auxiliary Piping Supports Collection Structural Supports Series<br>Reason For Issue: Issue As-Built<br>Revision: 1";"tagName : CS - CONSTRUCTION SUBCONTRACTS
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3ROVkdvdDRhY2Q=

tagName : X - PIPING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3RzN3V2ZEQ0ZA==

tagName : STR - PIPING STRESS-SUPPORT
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3RpYWN4SnVhOXM=

tagName : SITE - FIELD
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMzYmQxYzEzOS1iYzI4LTQ5OTEtOTcxZi04OTFiY2RlOTNmODMjI3R4TkJFeUhhY3I=";"3bd1c139-bc28-4991-971f-891bcde93f83";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119312742918867740380CU129";"N/A"
"08584986119304617961084355476CU98";"Succeeded";"12/19/2023 3:09:15 PM";"12/19/2023 3:12:54 PM";"19:5068725a64234e10a389ceebb859d8ef@thread.tacv2";"text : 4399-AA-DX-3F00300000008 - 1 - CIVIL STANDARD DRAWINGS - REINFORCED CONCRETE WORKS FIREPROOFING DETAILS - IFC
link : https://tecnimont.sharepoint.com/sites/4399DigitalDocuments/A/A/DX/4399-AA-DX-3F00300000008/1/";"";"New document uploaded and ready for internal workflow:  4399-AA-DX-3F00300000008 - 1 - CIVIL STANDARD DRAWINGS - REINFORCED CONCRETE WORKS FIREPROOFING DETAILS - IFC<br><br>Contractor Document Number: 4399-AA-DX-3F00300000008<br>Client Code: SA-AMI-F00-TCMT-001340<br>Document Title: CIVIL STANDARD DRAWINGS - REINFORCED CONCRETE WORKS FIREPROOFING DETAILS<br>Reason For Issue: IFC<br>Revision: 1";"tagName : B - BUILDING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RRdVJab2E3Tg==

tagName : S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RTZDlOa3VUTw==

tagName : L - CONSTRUCTION
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RtZ3FmRTZIag==

tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3Q3SEE5cTdLMw==";"0ebdeef0-083d-45ba-a50e-66be3dfc0835";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119304617961084355476CU98";"N/A"
"08584986119302102214881407925CU226";"Succeeded";"12/19/2023 3:09:15 PM";"12/19/2023 3:09:23 PM";"19:5068725a64234e10a389ceebb859d8ef@thread.tacv2";"text : 4399-AA-DX-3F00300000005 - 1 - CIVIL STANDARD DRAWINGS - EMBEDDED PLATES INTO REINFORCED CONCRETE - IFC
link : https://tecnimont.sharepoint.com/sites/4399DigitalDocuments/A/A/DX/4399-AA-DX-3F00300000005/1/";"";"New document uploaded and ready for internal workflow:  4399-AA-DX-3F00300000005 - 1 - CIVIL STANDARD DRAWINGS - EMBEDDED PLATES INTO REINFORCED CONCRETE - IFC<br><br>Contractor Document Number: 4399-AA-DX-3F00300000005<br>Client Code: SA-AMI-F00-TCMT-001337<br>Document Title: CIVIL STANDARD DRAWINGS - EMBEDDED PLATES INTO REINFORCED CONCRETE<br>Reason For Issue: IFC<br>Revision: 1";"tagName : B - BUILDING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RRdVJab2E3Tg==

tagName : S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RTZDlOa3VUTw==

tagName : L - CONSTRUCTION
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RtZ3FmRTZIag==

tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3Q3SEE5cTdLMw==";"0ebdeef0-083d-45ba-a50e-66be3dfc0835";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119302102214881407925CU226";"N/A"
"08584986119293730908917846449CU103";"Succeeded";"12/19/2023 3:09:16 PM";"12/19/2023 3:09:34 PM";"19:5068725a64234e10a389ceebb859d8ef@thread.tacv2";"text : 4399-AA-DX-3F00300000004 - 1 - CIVIL STANDARD DRAWINGS - ANCHOR BOLTS SHEET 2 - IFC
link : https://tecnimont.sharepoint.com/sites/4399DigitalDocuments/A/A/DX/4399-AA-DX-3F00300000004/1/";"";"New document uploaded and ready for internal workflow:  4399-AA-DX-3F00300000004 - 1 - CIVIL STANDARD DRAWINGS - ANCHOR BOLTS SHEET 2 - IFC<br><br>Contractor Document Number: 4399-AA-DX-3F00300000004<br>Client Code: SA-AMI-F00-TCMT-001336<br>Document Title: CIVIL STANDARD DRAWINGS - ANCHOR BOLTS SHEET 2<br>Reason For Issue: IFC<br>Revision: 1";"tagName : B - BUILDING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RRdVJab2E3Tg==

tagName : S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RTZDlOa3VUTw==

tagName : L - CONSTRUCTION
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RtZ3FmRTZIag==

tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3Q3SEE5cTdLMw==";"0ebdeef0-083d-45ba-a50e-66be3dfc0835";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119293730908917846449CU103";"N/A"
"08584986119272918520915068460CU229";"Succeeded";"12/19/2023 3:09:18 PM";"12/19/2023 3:09:28 PM";"19:5068725a64234e10a389ceebb859d8ef@thread.tacv2";"text : 4399-AA-DX-3F00300000007 - 1 - CIVIL STANDARD DRAWINGS - CONCRETE REBAR ARRANGEMENT SHEET-2 - IFC
link : https://tecnimont.sharepoint.com/sites/4399DigitalDocuments/A/A/DX/4399-AA-DX-3F00300000007/1/";"";"New document uploaded and ready for internal workflow:  4399-AA-DX-3F00300000007 - 1 - CIVIL STANDARD DRAWINGS - CONCRETE REBAR ARRANGEMENT SHEET-2 - IFC<br><br>Contractor Document Number: 4399-AA-DX-3F00300000007<br>Client Code: SA-AMI-F00-TCMT-001339<br>Document Title: CIVIL STANDARD DRAWINGS - CONCRETE REBAR ARRANGEMENT SHEET-2<br>Reason For Issue: IFC<br>Revision: 1";"tagName : B - BUILDING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RRdVJab2E3Tg==

tagName : S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RTZDlOa3VUTw==

tagName : L - CONSTRUCTION
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RtZ3FmRTZIag==

tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3Q3SEE5cTdLMw==";"0ebdeef0-083d-45ba-a50e-66be3dfc0835";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119272918520915068460CU229";"N/A"
"08584986119245716675901692035CU226";"Succeeded";"12/19/2023 3:09:20 PM";"12/19/2023 3:09:27 PM";"19:5068725a64234e10a389ceebb859d8ef@thread.tacv2";"text : 4399-AA-DX-3F00300000006 - 1 - CIVIL STANDARD DRAWINGS - CONCRETE REBAR ARRANGEMENT SHEET-1 - IFC
link : https://tecnimont.sharepoint.com/sites/4399DigitalDocuments/A/A/DX/4399-AA-DX-3F00300000006/1/";"";"New document uploaded and ready for internal workflow:  4399-AA-DX-3F00300000006 - 1 - CIVIL STANDARD DRAWINGS - CONCRETE REBAR ARRANGEMENT SHEET-1 - IFC<br><br>Contractor Document Number: 4399-AA-DX-3F00300000006<br>Client Code: SA-AMI-F00-TCMT-001338<br>Document Title: CIVIL STANDARD DRAWINGS - CONCRETE REBAR ARRANGEMENT SHEET-1<br>Reason For Issue: IFC<br>Revision: 1";"tagName : B - BUILDING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RRdVJab2E3Tg==

tagName : S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RTZDlOa3VUTw==

tagName : L - CONSTRUCTION
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RtZ3FmRTZIag==

tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3Q3SEE5cTdLMw==";"0ebdeef0-083d-45ba-a50e-66be3dfc0835";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119245716675901692035CU226";"N/A"
"08584986119162074679671228292CU100";"Succeeded";"12/19/2023 3:09:29 PM";"12/19/2023 3:09:38 PM";"19:7566ec60d5164965aa4222912e58d14b@thread.tacv2";"";"";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/43X4DigitalDocuments/X/Z/RT/4300-XZ-RT-X4B004001/L/CMTD/'>4300-XZ-RT-X4B004001 - L - ENGINEERING TIE-IN PACKAGE IP-B-X4-L3-L-4001 - Issued for Information - Proceed as Commented. </a> <br><br>Contractor Document Number: 4300-XZ-RT-X4B004001<br>Client Code: X4-LP-455-04001<br>Document Title: ENGINEERING TIE-IN PACKAGE IP-B-X4-L3-L-4001 <br>Reason For Issue: Issued for Information<br>Revision: L<br>Transmittal: 4300-X4-TCM-T-11405";"tagName : X4 - X - LAYOUT AND PIPING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyNiZTc5ZDdlNy05MTM4LTRlNWYtOWFkYy0xMGJiZTZjMjUyNjIjI3QzWXRpSmk2Wg==";"be79d7e7-9138-4e5f-9adc-10bbe6c25262";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986119162074679671228292CU100";"N/A"
"08584986118837937707317398499CU224";"Succeeded";"12/19/2023 3:10:01 PM";"12/19/2023 3:10:10 PM";"19:5068725a64234e10a389ceebb859d8ef@thread.tacv2";"text : 4399-AA-DX-3F00300000009 - 1 - CIVIL STANDARD DRAWINGS - REINFORCED CONCRETE WORKS POST INSTALLED STEEL PLATES - IFC
link : https://tecnimont.sharepoint.com/sites/4399DigitalDocuments/A/A/DX/4399-AA-DX-3F00300000009/1/";"";"New document uploaded and ready for internal workflow:  4399-AA-DX-3F00300000009 - 1 - CIVIL STANDARD DRAWINGS - REINFORCED CONCRETE WORKS POST INSTALLED STEEL PLATES - IFC<br><br>Contractor Document Number: 4399-AA-DX-3F00300000009<br>Client Code: SA-AMI-F00-TCMT-001341<br>Document Title: CIVIL STANDARD DRAWINGS - REINFORCED CONCRETE WORKS POST INSTALLED STEEL PLATES<br>Reason For Issue: IFC<br>Revision: 1";"tagName : B - BUILDING
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RRdVJab2E3Tg==

tagName : S - DESIGN HSE
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RTZDlOa3VUTw==

tagName : L - CONSTRUCTION
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3RtZ3FmRTZIag==

tagName : A - CIVIL AND STRUCTURAL
tagId   : N2NjOTE4ODgtNWFhMC00OWU1LWE4MzYtMjJjZGEyZWFlMGZjIyMwZWJkZWVmMC0wODNkLTQ1YmEtYTUwZS02NmJlM2RmYzA4MzUjI3Q3SEE5cTdLMw==";"0ebdeef0-083d-45ba-a50e-66be3dfc0835";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/912ce04c-d7a9-4bd3-b0c8-179b90e23ae1/runs/08584986118837937707317398499CU224";"N/A"
